current_body_type,goal_body_type,age,height,weight,sleep_hours,exercise_frequency,daily_steps,alcohol_consumption,smoking,calorie_intake,protein_intake,fat_intake,BMI,activity_level,recommended_calories,recommended_protein,recommended_fat,recommended_carbs
overweight,recomposition,51,187,92.9,6.3,3,14499,0,0,2382,137.9,65.8,26.57,sedentary,2300,194.0,55.8,255.4
overweight,fat_loss,26,183,67.3,6.0,6,3404,0,1,2844,94.4,82.5,20.1,active,2527,111.2,60.6,384.2
overweight,muscle_gain,41,185,92.6,5.7,6,10013,0,0,2071,85.4,91.0,27.06,sedentary,2578,153.4,60.4,355.2
skinny,muscle_gain,25,184,102.3,5.7,5,14959,1,1,2488,101.9,75.7,30.22,light,3278,222.9,91.9,389.8
overweight,muscle_gain,40,189,80.7,8.9,5,14013,0,0,2175,117.6,105.8,22.59,light,2768,173.4,80.8,336.8
overweight,recomposition,45,165,98.8,6.9,5,5886,0,1,2435,122.3,74.2,36.29,moderate,2721,209.7,82.2,285.6
overweight,recomposition,29,172,98.6,7.0,5,11607,1,0,2740,138.2,108.8,33.33,light,2719,173.9,64.4,360.9
skinny,fat_loss,46,155,99.1,5.2,5,12263,1,1,2532,82.1,104.2,41.25,sedentary,1692,200.2,47.0,117.1
skinny,recomposition,42,167,63.7,5.8,1,4394,0,0,2955,58.2,63.4,22.84,active,2585,125.0,60.0,386.2
normal,fat_loss,20,169,82.3,8.7,4,2864,1,1,3144,116.4,59.7,28.82,active,2608,142.1,70.4,351.5
skinny,recomposition,25,173,84.4,7.9,1,4967,1,1,2313,89.8,80.9,28.2,light,2488,165.5,57.5,327.1
normal,recomposition,38,173,88.6,8.3,1,5545,0,0,1896,85.0,52.7,29.6,sedentary,2048,191.0,53.1,201.5
normal,recomposition,55,188,93.1,5.4,6,6154,1,0,2151,117.7,54.7,26.34,light,2510,190.1,59.2,304.2
overweight,muscle_gain,41,169,98.6,6.5,4,2265,1,0,2409,125.6,58.5,34.52,moderate,3299,162.0,76.7,490.2
skinny,fat_loss,29,188,64.1,7.5,4,2081,1,0,1992,90.1,98.0,18.14,active,2434,139.5,77.6,294.4
overweight,fat_loss,49,172,46.9,7.0,5,9496,0,0,2166,47.5,87.6,15.85,active,1770,85.0,42.9,261.0
skinny,recomposition,47,172,73.6,8.9,5,9600,0,0,2433,69.4,99.4,24.88,active,2664,134.5,85.8,338.5
normal,muscle_gain,51,162,74.4,8.5,0,6733,1,0,2951,91.4,73.0,28.35,moderate,2755,161.3,77.8,352.4
normal,fat_loss,27,178,60.1,7.8,2,2874,0,0,2478,51.8,91.6,18.97,sedentary,1447,127.1,34.2,157.7
overweight,fat_loss,46,158,54.9,5.5,1,5220,1,1,3069,48.6,118.6,21.99,sedentary,1200,95.7,28.8,139.5
skinny,muscle_gain,39,163,88.5,8.7,6,9688,0,0,2176,86.8,54.2,33.31,moderate,3042,147.0,90.0,411.0
overweight,fat_loss,46,168,86.1,7.2,0,7860,1,1,2300,113.6,110.6,30.51,sedentary,1528,145.7,43.7,138.0
skinny,recomposition,34,169,85.0,5.2,4,13502,0,0,3046,88.8,113.5,29.76,light,2336,162.4,74.5,254.0
skinny,muscle_gain,31,165,54.9,5.2,4,8805,0,1,2291,58.8,91.0,20.17,moderate,2526,102.9,68.5,374.5
normal,fat_loss,23,154,59.5,8.2,4,6958,1,0,2950,54.6,68.3,25.09,light,1532,102.2,45.7,178.0
skinny,muscle_gain,21,164,78.4,5.7,6,12105,1,1,1911,115.0,105.9,29.15,light,2767,155.6,68.7,381.6
skinny,fat_loss,20,164,81.1,7.1,3,9233,0,1,2064,86.3,104.6,30.15,light,1985,139.2,56.9,229.0
overweight,fat_loss,55,188,46.8,6.5,5,2234,0,0,2875,38.9,86.9,13.24,active,2064,83.9,53.4,311.9
skinny,fat_loss,24,177,109.6,8.8,1,11444,1,1,2910,160.8,86.9,34.98,sedentary,2097,195.9,52.9,209.3
overweight,recomposition,23,162,108.6,6.1,4,3786,0,0,2862,159.8,112.6,41.38,active,3426,185.6,108.4,427.0
overweight,muscle_gain,44,154,99.9,7.7,0,10500,1,1,2974,112.4,55.2,42.12,active,3460,211.4,103.0,421.9
normal,muscle_gain,33,162,87.4,8.0,0,9422,1,0,1921,106.9,80.1,33.3,light,2711,168.9,77.2,335.1
overweight,fat_loss,23,175,109.6,5.3,4,12729,0,0,3064,105.7,116.2,35.79,sedentary,2085,206.1,53.9,193.9
normal,recomposition,52,152,86.2,5.7,3,5763,0,1,2889,125.3,112.9,37.31,active,2782,176.4,64.0,375.1
overweight,recomposition,40,183,101.6,7.9,3,7314,1,1,2517,118.3,87.9,30.34,moderate,3065,205.2,90.4,357.6
skinny,muscle_gain,41,180,64.2,6.2,1,10805,1,0,2861,58.0,65.1,19.81,sedentary,2327,126.4,75.7,285.0
skinny,fat_loss,24,155,82.2,6.7,6,10219,1,0,2484,100.5,69.7,34.21,light,1866,153.8,45.1,211.2
overweight,fat_loss,42,181,84.4,6.9,1,5270,1,0,2355,108.0,95.3,25.76,light,1962,149.7,64.3,196.1
skinny,fat_loss,21,154,109.1,5.1,1,10591,0,0,3054,135.6,70.3,46.0,light,2195,188.2,50.2,247.6
overweight,muscle_gain,54,178,59.8,7.3,4,7584,0,1,3075,57.4,92.5,18.87,sedentary,2232,98.3,53.4,339.6
skinny,fat_loss,31,188,101.4,8.6,6,2691,1,1,1928,108.5,90.0,28.69,moderate,2767,169.8,68.8,367.1
skinny,fat_loss,18,164,84.5,6.2,4,4273,0,0,2086,123.5,60.5,31.42,sedentary,1704,164.3,44.2,162.2
normal,muscle_gain,24,185,88.0,5.7,2,5679,0,1,2794,88.0,88.4,25.71,sedentary,2709,177.8,69.0,344.2
normal,muscle_gain,41,173,72.4,7.4,0,5507,0,1,2143,90.2,83.5,24.19,moderate,2850,128.9,82.1,398.9
overweight,recomposition,41,176,64.1,6.0,3,5332,0,0,1876,89.8,62.1,20.69,active,2723,118.9,84.6,371.5
overweight,muscle_gain,27,157,107.5,6.8,0,6434,0,1,1835,156.5,69.7,43.61,moderate,3333,221.8,108.7,366.9
normal,muscle_gain,34,156,87.2,6.8,4,2717,1,0,3107,111.7,57.8,35.83,sedentary,2425,154.5,55.4,327.1
normal,muscle_gain,49,166,109.7,9.0,2,13168,0,1,3127,97.9,58.2,39.81,moderate,3415,212.3,92.3,433.8
normal,recomposition,50,184,76.4,6.8,0,11359,1,1,3002,85.4,108.5,22.57,active,2799,139.8,82.8,373.6
skinny,muscle_gain,47,189,76.2,6.7,3,11336,1,1,1883,103.2,60.6,21.33,moderate,3113,128.7,84.2,460.1
overweight,recomposition,36,179,66.6,8.2,3,8650,0,0,2373,85.6,106.8,20.79,moderate,2476,117.5,78.5,324.9
skinny,muscle_gain,25,181,94.9,6.3,4,8028,0,0,1822,136.0,94.7,28.97,active,3759,173.6,89.3,565.2
normal,recomposition,40,175,73.6,5.9,0,10300,1,1,2108,80.1,102.9,24.03,moderate,2504,143.5,68.9,327.5
overweight,recomposition,48,187,45.8,7.2,3,14177,1,0,2976,39.8,90.7,13.1,moderate,2087,93.7,56.5,300.9
skinny,recomposition,43,159,103.0,9.0,2,11120,0,1,2271,153.7,98.0,40.74,light,2591,197.3,61.6,311.9
overweight,muscle_gain,43,166,75.4,7.0,4,10996,0,0,2335,65.8,82.0,27.36,active,3043,149.1,68.4,457.8
normal,muscle_gain,32,157,85.1,7.4,1,2815,0,0,1908,113.4,59.5,34.52,sedentary,2388,179.5,61.2,279.8
normal,fat_loss,19,189,47.1,6.9,1,6968,1,0,2114,49.3,112.4,13.19,moderate,2015,102.1,59.5,267.8
normal,muscle_gain,19,170,87.0,5.2,1,5305,0,0,2754,87.0,64.0,30.1,light,2917,187.7,75.9,370.8
normal,recomposition,34,161,54.4,5.0,6,12957,0,1,2783,80.2,107.6,20.99,active,2312,118.0,51.5,344.1
skinny,muscle_gain,20,167,108.0,7.4,2,11513,0,1,2523,125.9,59.1,38.72,moderate,3539,205.6,113.1,424.7
skinny,muscle_gain,22,161,94.9,5.2,5,12811,0,1,2701,94.3,80.1,36.61,sedentary,2664,171.2,81.9,310.5
overweight,muscle_gain,43,172,103.2,8.9,6,3765,0,0,2260,92.6,82.6,34.88,sedentary,2736,173.3,72.7,347.1
overweight,muscle_gain,48,179,52.6,7.4,0,4846,0,0,2573,67.8,87.1,16.42,light,2438,86.1,73.3,358.5
normal,fat_loss,54,179,46.6,7.5,2,10049,0,0,2825,52.4,94.8,14.54,sedentary,1200,85.4,37.7,129.8
skinny,fat_loss,27,181,74.7,6.6,6,12458,1,0,2201,62.2,96.0,22.8,light,1965,164.1,62.4,186.8
skinny,muscle_gain,18,166,61.0,6.7,4,11233,1,1,1947,64.5,72.9,22.14,sedentary,2239,102.2,51.6,341.4
normal,recomposition,43,166,56.5,8.1,4,9142,0,1,2859,71.9,88.1,20.5,sedentary,1685,101.2,48.0,212.1
normal,fat_loss,43,151,74.0,8.1,3,5879,0,0,2471,98.9,97.1,32.45,moderate,1835,160.4,58.5,166.7
normal,fat_loss,53,158,89.9,8.0,5,6410,0,1,1873,116.4,110.5,36.01,active,2345,159.3,74.8,258.6
overweight,muscle_gain,31,170,50.3,7.7,3,5634,0,0,2376,75.1,59.3,17.4,moderate,2627,87.5,74.2,402.3
skinny,muscle_gain,23,155,102.7,6.5,3,7074,1,0,2370,153.5,116.1,42.75,moderate,3225,170.7,90.2,432.6
overweight,fat_loss,39,188,99.1,7.2,3,6304,1,1,3070,88.8,108.0,28.04,moderate,2623,213.4,67.1,291.4
overweight,recomposition,48,168,86.3,8.6,1,5671,1,0,2238,106.7,95.1,30.58,light,2228,143.1,68.4,260.0
overweight,fat_loss,20,174,78.9,8.8,6,6468,0,0,2463,78.8,98.8,26.06,active,2749,153.4,63.2,391.6
overweight,recomposition,27,152,98.7,8.9,0,14361,0,1,2960,91.9,98.4,42.72,light,2572,178.5,78.3,288.3
skinny,recomposition,35,157,101.8,7.8,5,2084,0,1,2842,139.1,52.7,41.3,active,3131,200.2,75.6,412.5
skinny,muscle_gain,18,171,71.8,7.6,0,11775,1,1,2478,60.5,87.4,24.55,moderate,2990,130.6,96.5,399.8
skinny,fat_loss,55,168,62.7,5.5,2,3613,0,0,2678,66.0,111.5,22.22,active,2126,122.2,47.6,302.2
skinny,muscle_gain,20,156,85.1,5.8,2,12295,1,1,3039,83.5,72.3,34.97,light,2738,184.7,85.2,308.1
overweight,recomposition,27,169,98.3,5.8,0,4022,0,1,2441,119.8,57.2,34.42,light,2634,159.9,85.4,306.4
overweight,recomposition,34,150,53.5,6.6,6,13345,1,1,2627,72.4,73.9,23.78,active,2301,104.4,52.0,353.9
skinny,recomposition,43,158,96.6,9.0,3,11832,1,1,1998,92.9,82.0,38.7,light,2330,203.4,52.0,262.1
normal,muscle_gain,30,168,47.1,8.2,0,9683,0,1,1858,45.9,95.5,16.69,moderate,2455,86.0,64.8,382.0
normal,muscle_gain,30,159,71.6,8.4,2,6272,0,0,2387,83.1,89.9,28.32,moderate,2854,121.7,90.7,387.7
overweight,recomposition,34,180,47.8,5.6,2,9095,0,1,2618,57.2,86.9,14.75,active,2487,80.2,56.9,413.5
overweight,fat_loss,39,151,69.6,5.6,1,5781,1,0,3138,64.9,64.8,30.52,moderate,1927,136.2,55.8,220.0
skinny,recomposition,51,176,54.0,8.9,5,9866,1,0,2156,77.8,88.4,17.43,active,2446,111.2,59.1,367.3
skinny,fat_loss,29,165,95.0,8.2,0,13059,1,0,2408,99.3,74.3,34.89,sedentary,1860,163.3,43.5,203.8
normal,fat_loss,37,187,69.5,6.2,3,10879,1,1,2437,60.6,115.3,19.87,moderate,2251,138.7,74.5,256.4
normal,fat_loss,41,155,87.9,8.6,0,12636,1,0,2141,85.8,81.5,36.59,moderate,2091,150.8,47.9,264.2
normal,recomposition,32,162,69.4,6.1,1,6746,1,1,2492,87.0,56.6,26.44,active,2624,135.7,79.2,342.1
normal,fat_loss,32,150,107.7,5.8,0,8239,0,1,2682,88.7,73.9,47.87,sedentary,1922,177.3,48.6,193.8
normal,muscle_gain,48,170,68.7,8.9,6,4787,1,0,2887,70.9,105.8,23.77,sedentary,2138,139.9,67.9,241.8
normal,fat_loss,33,176,61.2,9.0,4,5709,1,1,2615,81.4,98.3,19.76,moderate,1951,100.8,49.7,275.1
skinny,fat_loss,53,158,67.2,6.0,0,8565,0,1,2488,59.1,69.4,26.92,light,1499,111.9,42.4,167.4
overweight,fat_loss,42,165,107.6,5.1,4,2816,1,1,1934,94.7,59.0,39.52,light,2167,208.1,60.6,197.3
skinny,fat_loss,34,176,86.4,8.4,1,7286,0,1,2195,123.0,99.9,27.89,light,2154,168.1,57.3,241.5
skinny,recomposition,31,188,94.3,5.2,0,9091,1,0,3001,75.7,90.4,26.68,light,2674,172.7,68.4,341.9
normal,recomposition,51,155,81.0,8.8,2,7202,1,0,2172,108.0,53.0,33.71,sedentary,1874,156.5,54.6,189.1
overweight,muscle_gain,26,154,56.1,5.1,5,12280,0,0,2819,61.8,117.7,23.65,light,2389,123.1,62.1,334.4
skinny,recomposition,48,190,69.3,7.4,2,14643,1,0,2575,103.0,61.4,19.2,moderate,2616,147.8,58.4,374.8
skinny,recomposition,37,168,72.4,6.3,5,8240,1,0,2883,91.9,109.2,25.65,active,2808,154.4,78.1,371.9
overweight,fat_loss,40,184,64.8,8.8,0,8642,1,1,2206,69.1,109.0,19.14,moderate,2087,104.4,50.6,303.5
skinny,fat_loss,46,164,86.8,6.1,4,14091,1,0,2505,78.0,68.9,32.27,light,1812,169.1,60.1,148.7
skinny,fat_loss,21,150,83.9,5.3,2,13905,1,0,2076,125.1,114.7,37.29,moderate,2245,168.1,73.7,227.3
normal,recomposition,48,167,102.5,7.0,2,13582,1,0,1972,141.5,117.0,36.75,sedentary,2266,181.8,66.2,235.8
overweight,fat_loss,21,159,92.8,6.5,3,5116,1,1,2223,99.9,81.1,36.71,sedentary,1780,194.1,51.5,135.0
skinny,muscle_gain,33,158,68.2,6.5,6,11712,1,1,3049,88.0,93.2,27.32,sedentary,2300,115.5,56.8,331.7
normal,muscle_gain,50,171,78.6,7.3,4,2807,1,1,2005,91.3,119.4,26.88,moderate,2852,127.3,72.4,422.8
skinny,recomposition,53,177,98.1,6.8,0,6148,0,0,2095,102.4,95.2,31.31,moderate,2852,168.7,69.3,388.4
normal,fat_loss,29,176,77.8,8.4,3,3175,0,1,1977,74.8,66.2,25.12,moderate,2389,167.0,77.2,256.5
overweight,muscle_gain,45,188,46.5,7.2,3,9863,1,1,3114,56.5,68.9,13.16,light,2326,85.9,57.9,365.3
normal,fat_loss,35,161,77.6,6.5,1,7751,1,1,3155,110.6,73.9,29.94,sedentary,1509,134.7,45.5,140.2
normal,recomposition,42,170,68.2,7.1,4,2758,0,0,2614,93.3,116.2,23.6,active,2655,144.3,77.6,344.9
overweight,fat_loss,25,170,71.6,7.5,0,12384,1,1,2916,103.5,82.1,24.78,moderate,2105,154.0,55.7,246.9
skinny,fat_loss,53,153,95.3,8.2,6,2315,0,1,2451,127.3,102.8,40.71,light,1949,208.4,64.3,134.2
normal,recomposition,38,185,67.1,7.5,1,8121,0,0,2053,86.1,58.4,19.61,sedentary,2026,144.7,46.4,257.4
normal,muscle_gain,36,163,102.5,6.7,6,9196,1,1,2201,124.6,96.6,38.58,active,3534,217.6,80.0,485.9
overweight,recomposition,24,185,94.3,6.9,1,8183,0,0,2765,123.0,83.6,27.55,sedentary,2470,206.0,57.2,282.8
overweight,recomposition,19,183,70.8,8.4,6,6537,1,0,1978,66.4,59.8,21.14,sedentary,2132,154.1,60.3,243.2
overweight,fat_loss,48,183,82.8,6.4,1,9733,1,0,2687,84.3,56.7,24.72,sedentary,1634,174.7,44.3,134.1
skinny,fat_loss,24,176,93.0,6.8,3,3230,0,1,1936,120.3,64.1,30.02,sedentary,1909,168.2,46.0,205.6
normal,recomposition,49,182,61.7,7.8,1,9258,0,0,2739,79.5,64.2,18.63,light,2176,121.5,61.5,284.1
normal,recomposition,47,184,87.3,7.4,2,3790,1,1,2754,111.7,51.5,25.79,active,3103,168.4,85.0,416.1
skinny,muscle_gain,26,171,90.3,7.3,3,9373,0,0,3005,76.8,82.8,30.88,active,3630,149.8,100.5,531.6
normal,fat_loss,23,153,100.7,7.6,0,5376,1,1,2559,128.8,81.7,43.02,sedentary,1803,165.8,51.4,169.3
overweight,fat_loss,30,183,79.5,7.1,4,9971,1,0,2346,94.0,56.3,23.74,moderate,2375,152.7,73.0,276.8
normal,fat_loss,22,164,50.5,6.9,5,9684,0,0,2301,73.1,69.5,18.78,sedentary,1361,110.9,39.9,139.6
skinny,recomposition,26,187,98.9,5.4,2,13386,0,1,2276,126.1,106.0,28.28,moderate,3136,199.6,89.3,383.5
overweight,fat_loss,22,162,94.4,7.0,4,10466,0,1,2989,121.9,92.5,35.97,sedentary,1791,176.3,55.9,145.7
normal,fat_loss,51,163,63.8,8.8,0,13724,1,1,3110,56.2,66.5,24.01,active,1992,123.1,46.5,270.3
skinny,muscle_gain,31,188,85.7,7.4,4,8398,1,1,2956,76.1,98.5,24.25,light,3064,178.4,82.9,401.1
skinny,fat_loss,47,171,53.2,7.9,2,8807,0,1,2067,73.2,101.7,18.19,active,2045,110.1,59.9,266.4
normal,fat_loss,18,184,66.7,6.2,0,11435,1,0,3165,98.4,103.8,19.7,sedentary,1663,137.6,52.2,160.7
overweight,muscle_gain,25,182,75.3,6.5,1,6785,1,1,2595,102.5,102.5,22.73,light,2808,125.8,73.7,410.4
overweight,fat_loss,25,158,57.3,8.6,3,12368,0,1,2891,81.8,59.2,22.95,active,2059,126.0,66.9,238.2
skinny,fat_loss,23,153,107.5,7.0,5,5524,0,0,3066,121.2,67.8,45.92,active,2949,193.9,81.4,360.2
overweight,fat_loss,45,188,71.8,6.5,1,12729,1,0,2483,77.7,81.4,20.31,light,1862,146.7,43.2,221.6
overweight,recomposition,20,177,72.4,5.4,5,5337,1,1,3028,100.0,64.1,23.11,moderate,2638,148.9,71.2,350.4
overweight,recomposition,34,172,88.0,7.8,4,4478,1,0,2161,121.4,95.5,29.75,moderate,2780,161.8,70.4,374.8
overweight,recomposition,51,180,99.2,5.4,4,14123,0,1,2666,101.0,116.5,30.62,light,2619,162.3,66.0,343.9
skinny,recomposition,27,156,102.8,8.4,5,7634,1,0,2006,144.6,99.9,42.24,moderate,2931,196.2,86.2,342.6
skinny,recomposition,50,158,103.0,8.6,5,6730,0,0,2150,139.0,106.1,41.26,sedentary,2091,203.0,63.8,176.2
normal,recomposition,52,179,60.3,5.9,0,12867,0,1,2622,58.4,105.0,18.82,sedentary,1788,118.4,48.0,220.6
skinny,fat_loss,39,186,103.8,6.5,5,12958,1,1,2032,120.1,74.7,30.0,active,3022,211.8,99.8,319.1
normal,fat_loss,47,166,92.0,6.4,6,10155,0,1,2641,108.0,69.7,33.39,moderate,2376,153.6,76.3,268.7
skinny,muscle_gain,23,151,50.3,5.7,0,2790,0,0,2714,48.8,76.4,22.06,active,2760,80.5,65.4,462.4
overweight,recomposition,39,156,45.9,8.9,6,12341,0,0,1945,59.4,59.3,18.86,light,1699,83.3,51.8,224.9
skinny,recomposition,19,158,95.8,8.8,0,14835,0,1,2144,112.2,88.0,38.38,light,2537,171.6,76.2,291.2
skinny,fat_loss,49,185,97.9,6.9,3,13651,0,0,2608,141.1,97.5,28.6,moderate,2536,156.7,57.9,347.0
skinny,recomposition,19,167,88.2,8.7,1,7884,0,1,1876,96.4,61.1,31.63,moderate,2934,183.5,93.1,340.5
skinny,recomposition,30,170,76.4,7.9,4,3672,1,1,2638,108.1,53.8,26.44,light,2390,138.2,78.3,283.1
normal,fat_loss,40,158,74.1,8.7,0,12742,0,1,2002,90.1,103.9,29.68,sedentary,1377,152.8,45.8,88.4
normal,muscle_gain,44,167,53.7,7.4,5,7191,1,1,2618,73.4,59.6,19.25,sedentary,2014,100.5,62.0,263.5
normal,muscle_gain,27,160,52.7,7.7,5,4285,1,0,2752,63.8,59.1,20.59,sedentary,2098,84.3,62.1,300.5
skinny,fat_loss,32,174,105.4,5.4,6,13461,0,0,3122,155.9,60.7,34.81,active,3103,185.4,97.7,370.5
normal,muscle_gain,21,159,55.7,8.9,4,5225,1,1,2862,49.4,58.9,22.03,moderate,2622,89.6,65.4,418.8
normal,recomposition,34,161,91.4,7.1,5,10445,0,0,1913,107.8,104.4,35.26,sedentary,2127,187.0,51.0,230.0
normal,fat_loss,41,160,78.9,7.3,1,5602,1,1,2040,67.3,93.2,30.82,light,1820,149.0,41.8,211.9
overweight,fat_loss,22,181,101.5,7.6,1,11315,1,0,3068,128.7,98.6,30.98,sedentary,1972,201.2,53.9,170.5
skinny,fat_loss,45,159,60.2,8.6,2,7664,1,1,2712,74.9,55.3,23.81,light,1464,131.4,47.7,127.3
skinny,fat_loss,32,152,55.0,5.4,1,2469,1,1,2432,53.0,76.0,23.81,active,1887,108.5,52.7,244.7
normal,muscle_gain,27,183,90.2,6.2,3,6435,0,0,1839,109.4,85.4,26.93,light,2990,186.3,95.6,346.1
overweight,muscle_gain,51,159,60.2,5.3,3,10122,0,1,2094,77.8,68.2,23.81,light,2290,99.5,67.2,321.8
normal,recomposition,39,171,75.9,7.5,4,10168,0,1,2329,63.6,109.5,25.96,active,2891,164.6,87.6,361.1
skinny,fat_loss,19,180,69.1,8.8,3,5437,1,0,1906,97.1,53.2,21.33,moderate,2357,151.9,67.3,285.9
overweight,muscle_gain,40,184,99.1,8.8,2,11921,1,1,2105,108.9,62.7,29.27,sedentary,2684,199.0,60.4,336.1
skinny,fat_loss,39,170,69.2,8.8,0,9905,1,1,1963,68.9,78.7,23.94,moderate,2045,129.6,46.7,276.6
normal,fat_loss,27,163,75.3,8.8,3,13066,0,0,2165,94.4,78.4,28.34,moderate,2055,165.0,52.6,230.4
overweight,recomposition,23,177,101.7,7.6,2,11442,1,1,2893,120.5,89.5,32.46,moderate,3031,210.8,97.0,328.7
normal,recomposition,30,157,78.4,8.6,6,3083,0,0,1844,86.0,109.5,31.81,moderate,2523,152.7,68.0,325.1
normal,recomposition,34,167,46.5,7.8,5,10602,0,1,2714,42.5,112.0,16.67,light,1883,96.7,58.0,243.6
overweight,recomposition,55,189,50.4,8.8,1,13141,0,0,2843,58.4,105.2,14.11,sedentary,1686,106.5,40.5,223.9
skinny,recomposition,49,179,75.8,6.4,5,2823,0,1,2884,94.1,91.7,23.66,sedentary,1900,135.3,56.9,211.7
overweight,recomposition,45,176,89.3,7.8,0,7545,0,1,2297,98.9,70.4,28.83,active,2977,145.8,87.0,402.7
skinny,fat_loss,40,186,81.3,6.4,2,6118,1,1,2963,91.0,56.9,23.5,light,1971,177.6,65.5,167.8
skinny,muscle_gain,18,156,98.9,7.6,2,5110,1,1,2497,144.1,92.0,40.64,sedentary,2674,203.9,74.3,297.4
overweight,muscle_gain,26,153,99.7,8.8,4,6219,1,1,2607,112.5,80.2,42.59,active,3520,168.0,90.3,508.8
skinny,recomposition,31,189,61.6,7.9,2,10106,0,0,1893,55.3,94.9,17.24,active,2891,109.0,96.0,397.8
skinny,recomposition,40,173,51.0,8.0,3,4199,0,1,3195,46.1,88.2,17.04,light,1858,91.8,48.3,264.0
overweight,recomposition,34,177,69.7,8.5,6,5246,1,1,2538,69.1,116.9,22.25,light,2317,117.9,76.5,289.2
normal,recomposition,35,162,76.2,6.0,2,11308,0,0,3028,102.0,91.2,29.04,sedentary,1998,158.7,57.5,211.4
skinny,muscle_gain,35,181,72.7,6.5,1,9918,0,1,2066,92.1,91.2,22.19,active,3258,121.2,108.4,449.4
normal,fat_loss,54,164,59.6,6.4,5,5080,1,0,2952,87.6,102.2,22.16,light,1470,103.2,46.6,159.4
overweight,fat_loss,50,184,101.8,7.7,2,2890,0,1,3003,122.9,102.0,30.07,light,2228,164.1,55.9,267.1
overweight,muscle_gain,53,188,84.5,5.8,6,3432,0,1,2574,101.5,117.3,23.91,light,2849,143.4,66.1,420.1
skinny,recomposition,34,168,85.3,6.4,5,10327,1,1,2836,74.6,57.7,30.22,light,2389,139.9,65.5,310.0
skinny,recomposition,19,153,49.7,5.5,1,9651,0,0,2612,50.4,76.7,21.23,sedentary,1660,89.8,54.6,202.3
overweight,fat_loss,41,151,109.6,8.0,2,8612,0,0,2489,109.2,55.5,48.07,moderate,2425,188.8,77.8,242.4
normal,recomposition,45,169,67.1,6.6,6,9086,0,1,3178,75.0,82.3,23.49,sedentary,1894,130.4,54.4,220.7
overweight,fat_loss,23,157,46.9,7.2,5,13508,0,1,2015,44.7,78.7,19.03,moderate,1701,77.7,38.7,260.5
normal,fat_loss,35,172,45.1,6.0,2,14143,1,0,3017,61.1,66.7,15.24,light,1564,93.9,47.2,190.9
normal,fat_loss,49,157,105.4,5.8,5,7199,0,0,2265,109.9,92.4,42.76,light,2057,223.7,61.8,151.5
normal,recomposition,35,179,105.7,5.0,6,12629,0,0,2249,88.4,61.6,32.99,moderate,3189,185.3,96.1,395.7
normal,muscle_gain,47,150,55.8,7.7,4,5009,0,0,1981,64.9,96.3,24.8,active,2627,122.0,63.8,391.2
normal,fat_loss,35,161,81.2,5.8,0,12578,0,1,2287,117.5,79.3,31.33,active,2463,157.7,60.7,321.5
overweight,fat_loss,46,190,104.7,7.1,6,10553,1,0,2336,149.4,60.5,29.0,active,3054,174.6,99.8,364.4
skinny,muscle_gain,38,151,88.2,8.6,5,3399,1,1,2566,71.5,94.6,38.68,sedentary,2419,145.2,59.3,326.1
overweight,muscle_gain,55,161,86.7,8.7,1,12031,0,0,2174,82.0,51.5,33.45,light,2700,143.7,81.4,348.1
normal,recomposition,21,162,91.9,7.7,2,2747,0,0,2366,95.2,73.9,35.02,active,3186,165.8,90.4,427.3
skinny,muscle_gain,34,158,58.1,8.1,6,3392,1,0,3048,56.3,102.8,23.27,active,2756,97.5,77.9,416.2
overweight,recomposition,45,150,94.5,5.5,1,5394,1,1,2294,79.4,75.4,42.0,moderate,2541,202.3,79.9,253.2
overweight,recomposition,55,172,55.8,5.6,2,12321,1,1,2023,45.1,98.0,18.86,moderate,2100,122.6,67.7,250.1
overweight,recomposition,49,180,95.5,6.4,6,3960,0,0,2744,140.4,60.6,29.48,light,2574,179.9,84.2,274.1
overweight,fat_loss,54,155,91.3,6.2,6,4981,0,1,2203,98.5,100.9,38.0,sedentary,1577,198.5,40.7,104.2
skinny,muscle_gain,19,175,87.3,6.7,3,12245,1,1,2138,110.0,82.3,28.51,sedentary,2558,157.2,74.7,314.2
normal,muscle_gain,25,164,98.4,8.5,5,13074,0,0,2029,101.2,89.1,36.59,active,3605,201.0,110.5,451.6
skinny,fat_loss,42,183,63.6,6.4,3,7338,1,0,2078,51.0,84.3,18.99,light,1677,109.5,46.0,206.2
normal,muscle_gain,54,167,47.6,8.0,3,3829,0,1,2670,40.0,80.0,17.07,sedentary,1971,87.3,55.4,280.8
skinny,muscle_gain,52,158,107.0,5.4,6,12021,0,1,2724,120.1,105.1,42.86,moderate,3186,182.3,79.6,435.1
overweight,fat_loss,29,181,73.0,6.0,5,2655,0,0,2571,106.3,106.2,22.28,sedentary,1572,120.7,52.0,155.3
normal,muscle_gain,23,175,46.9,7.1,4,8173,0,0,2873,38.2,110.9,15.31,moderate,2664,98.7,61.3,429.4
skinny,muscle_gain,32,161,66.1,6.2,4,14864,1,0,2397,59.0,111.4,25.5,light,2399,119.7,71.7,318.7
skinny,muscle_gain,39,176,76.7,7.6,4,4182,0,0,2993,67.5,54.5,24.76,moderate,3065,138.9,78.4,450.9
normal,fat_loss,30,187,69.5,7.1,0,10013,0,0,2154,84.6,116.9,19.87,light,2013,139.8,59.3,230.0
skinny,fat_loss,49,158,71.8,7.4,0,11457,0,0,2532,68.2,109.6,28.76,moderate,1904,149.0,61.1,189.5
